Dataset,Tweet Id,Tweet Author,Tweet Date,Tweet Seed Index,Tweet Content,Tweet Event Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23911,@nottslinnet,2014-05-01,whaling_120,"My followers -  I despise #F1 - ridiculous 'sport', overpriced and as ecologically sound as Whaling by the Japanese.  Vote  with your feet",0.99,4,1,,,0.2357022604,0.9428090416,0.2357022604,0.2672612419,0.8017837257,0.5345224838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23911,@nottslinnet,2014-05-01,whaling_120,"My followers -  I despise #F1 - ridiculous 'sport', overpriced and as ecologically sound as Whaling by the Japanese.  Vote  with your feet",0.99,4,0,Whaling by the Japanese_$_,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23911,@nottslinnet,2014-05-01,whaling_120,"My followers -  I despise #F1 - ridiculous 'sport', overpriced and as ecologically sound as Whaling by the Japanese.  Vote  with your feet",0.99,4,0,ecologically sound as Whaling by the Japanese_$_,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23911,@nottslinnet,2014-05-01,whaling_120,"My followers -  I despise #F1 - ridiculous 'sport', overpriced and as ecologically sound as Whaling by the Japanese.  Vote  with your feet",0.99,4,0,Whaling,0.29,0,0.7071067812,0.7071067812,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23911,@nottslinnet,2014-05-01,whaling_120,"My followers -  I despise #F1 - ridiculous 'sport', overpriced and as ecologically sound as Whaling by the Japanese.  Vote  with your feet",0.99,4,0,Japanese_$_,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24238,@Pussilicca,2014-05-18,whaling_453,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,0.97,5,1,,,0.8164965809,0.4082482905,0.4082482905,0.4082482905,0.8164965809,0.4082482905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24238,@Pussilicca,2014-05-18,whaling_453,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,0.97,5,0,Whale,0.28,0.3651483717,0.1825741858,0.9128709292,0,0.7071067812,0.7071067812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24238,@Pussilicca,2014-05-18,whaling_453,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,0.97,5,0,Destroyed,0.28,0.3651483717,0.9128709292,0.1825741858,0.6396021491,0.4264014327,0.6396021491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24238,@Pussilicca,2014-05-18,whaling_453,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,0.97,5,0,Whaling,0.83,0,0.8574929257,0.5144957554,0,0.9486832981,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24238,@Pussilicca,2014-05-18,whaling_453,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,0.97,5,0,White Whale,0.28,0.7071067812,0,0.7071067812,0.1825741858,0.9128709292,0.3651483717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24238,@Pussilicca,2014-05-18,whaling_453,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,0.97,5,0,White Whale that Destroyed Over 20 Whaling Ships,0.28,0.8164965809,0.4082482905,0.4082482905,0.1961161351,0.5883484054,0.7844645406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24203,@rhodenews,2014-05-16,whaling_418,"Providence Journal - Restored whaling ship prepares to set sail, will visit RI this summer http://t.co/mmaBILTDhx",0.97,5,1,,,0.1360827635,0.272165527,0.9525793444,0,0.8320502943,0.5547001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24203,@rhodenews,2014-05-16,whaling_418,"Providence Journal - Restored whaling ship prepares to set sail, will visit RI this summer http://t.co/mmaBILTDhx",0.97,5,0,"Restored whaling ship prepares to set sail,",0.35,0.123091491,0.123091491,0.9847319278,0,0.8320502943,0.5547001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24203,@rhodenews,2014-05-16,whaling_418,"Providence Journal - Restored whaling ship prepares to set sail, will visit RI this summer http://t.co/mmaBILTDhx",0.97,5,0,"whaling ship prepares to set sail,",0.71,0,0.242535625,0.9701425001,0,0.8320502943,0.5547001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24203,@rhodenews,2014-05-16,whaling_418,"Providence Journal - Restored whaling ship prepares to set sail, will visit RI this summer http://t.co/mmaBILTDhx",0.97,5,0,whaling ship prepares,0.35,0,0.3939192986,0.91914503,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24203,@rhodenews,2014-05-16,whaling_418,"Providence Journal - Restored whaling ship prepares to set sail, will visit RI this summer http://t.co/mmaBILTDhx",0.97,5,0,whaling ship,0.35,0,0.3939192986,0.91914503,0.1360827635,0.9525793444,0.272165527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24203,@rhodenews,2014-05-16,whaling_418,"Providence Journal - Restored whaling ship prepares to set sail, will visit RI this summer http://t.co/mmaBILTDhx",0.97,5,0,Restored whaling ship,0.35,0.123091491,0.123091491,0.9847319278,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24167,@QuadFins4Fun,2014-05-15,whaling_380,Japanese Town of Taiji Sued by Dolphin Activists - http://t.co/D0aE9N0NTO @SandyMcElhaney @Foxewise @CoveGuardians #tweet4taiji,0.95,6,1,,,0.174077656,0.6963106238,0.6963106238,0,0.4472135955,0.894427191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24167,@QuadFins4Fun,2014-05-15,whaling_380,Japanese Town of Taiji Sued by Dolphin Activists - http://t.co/D0aE9N0NTO @SandyMcElhaney @Foxewise @CoveGuardians #tweet4taiji,0.95,6,0,Dolphin Activists,0.6,0.1690308509,0.5070925528,0.8451542547,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24167,@QuadFins4Fun,2014-05-15,whaling_380,Japanese Town of Taiji Sued by Dolphin Activists - http://t.co/D0aE9N0NTO @SandyMcElhaney @Foxewise @CoveGuardians #tweet4taiji,0.95,6,0,Japanese Town of Taiji Sued by Dolphin Activists,0.2,0.174077656,0.6963106238,0.6963106238,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24167,@QuadFins4Fun,2014-05-15,whaling_380,Japanese Town of Taiji Sued by Dolphin Activists - http://t.co/D0aE9N0NTO @SandyMcElhaney @Foxewise @CoveGuardians #tweet4taiji,0.95,6,0,Japanese,0.6,0.3481553119,0.3481553119,0.8703882798,0.4472135955,0.894427191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24167,@QuadFins4Fun,2014-05-15,whaling_380,Japanese Town of Taiji Sued by Dolphin Activists - http://t.co/D0aE9N0NTO @SandyMcElhaney @Foxewise @CoveGuardians #tweet4taiji,0.95,6,0,Dolphin,0.2,0.3481553119,0.3481553119,0.8703882798,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24167,@QuadFins4Fun,2014-05-15,whaling_380,Japanese Town of Taiji Sued by Dolphin Activists - http://t.co/D0aE9N0NTO @SandyMcElhaney @Foxewise @CoveGuardians #tweet4taiji,0.95,6,0,Taiji Sued,0.4,0.3713906764,0.7427813527,0.5570860145,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24167,@QuadFins4Fun,2014-05-15,whaling_380,Japanese Town of Taiji Sued by Dolphin Activists - http://t.co/D0aE9N0NTO @SandyMcElhaney @Foxewise @CoveGuardians #tweet4taiji,0.95,6,0,Japanese Town,0.2,0.3123475238,0.1561737619,0.9370425713,0.1400280084,0.9801960588,0.1400280084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23981,@mimi9_999,2014-05-05,whaling_190,RT @klgandhoda: Our girls @KathieLGifford @hodakotb get in on #whaling in the @todayshow greenroom - and no one got hurt!  https://t.co/WPm…,0.95,1,1,,,0.8728715609,0.2182178902,0.4364357805,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23981,@mimi9_999,2014-05-05,whaling_190,RT @klgandhoda: Our girls @KathieLGifford @hodakotb get in on #whaling in the @todayshow greenroom - and no one got hurt!  https://t.co/WPm…,0.95,1,0,#whaling,1,0.1924500897,0.1924500897,0.9622504486,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24241,@Skippie87,2014-05-18,whaling_456,No brainer in Faxafloi Bay - whale watching trumps whaling every time - WDC: http://t.co/zjuDvr6VrV,0.89,2,1,,,0.9899494937,0,0.1414213562,0.1961161351,0.7844645406,0.5883484054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24241,@Skippie87,2014-05-18,whaling_456,No brainer in Faxafloi Bay - whale watching trumps whaling every time - WDC: http://t.co/zjuDvr6VrV,0.89,2,0,whale watching trumps whaling,0.45,0.9486832981,0,0.316227766,0,0.7071067812,0.7071067812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24241,@Skippie87,2014-05-18,whaling_456,No brainer in Faxafloi Bay - whale watching trumps whaling every time - WDC: http://t.co/zjuDvr6VrV,0.89,2,0,whaling,0.89,0,0.5144957554,0.8574929257,0,0.9486832981,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23984,@SongsOfTheHunt,2014-05-06,whaling_193,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI1Ak0 #Tweet4Taiji #thecove #seashepherd,0.89,4,1,,,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23984,@SongsOfTheHunt,2014-05-06,whaling_193,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI1Ak0 #Tweet4Taiji #thecove #seashepherd,0.89,4,0,Whaling,0.5,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23984,@SongsOfTheHunt,2014-05-06,whaling_193,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI1Ak0 #Tweet4Taiji #thecove #seashepherd,0.89,4,0,National Anthems of Great Current Whaling Nations,0.5,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23984,@SongsOfTheHunt,2014-05-06,whaling_193,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI1Ak0 #Tweet4Taiji #thecove #seashepherd,0.89,4,0,Canada,0.5,0.1961161351,0,0.9805806757,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23984,@SongsOfTheHunt,2014-05-06,whaling_193,National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI1Ak0 #Tweet4Taiji #thecove #seashepherd,0.89,4,0,Current Whaling Nations,0.5,0,0,1,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23977,@thewhaling,2014-05-05,whaling_186,"RT @iusedtoknowyou_: People have time - Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/zPzHg84dql vi…",0.97,1,1,,,0,0.2747211279,0.9615239476,0.1400280084,0.9801960588,0.1400280084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23977,@thewhaling,2014-05-05,whaling_186,"RT @iusedtoknowyou_: People have time - Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/zPzHg84dql vi…",0.97,1,0,#Whaling:,1,0,0.2747211279,0.9615239476,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24162,@Byhisdesigns,2014-05-15,whaling_375,Historic whaling ship to make first voyage in 73 years - WFSB 3 Connecticut http://t.co/y67EcH8qfa,0.94,3,1,,,0.4364357805,0.2182178902,0.8728715609,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24162,@Byhisdesigns,2014-05-15,whaling_375,Historic whaling ship to make first voyage in 73 years - WFSB 3 Connecticut http://t.co/y67EcH8qfa,0.94,3,0,Historic whaling ship to make first voyage in 73 years,0.41,0.4364357805,0.2182178902,0.8728715609,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24162,@Byhisdesigns,2014-05-15,whaling_375,Historic whaling ship to make first voyage in 73 years - WFSB 3 Connecticut http://t.co/y67EcH8qfa,0.94,3,0,Historic whaling,0.41,0,0.3713906764,0.9284766909,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24162,@Byhisdesigns,2014-05-15,whaling_375,Historic whaling ship to make first voyage in 73 years - WFSB 3 Connecticut http://t.co/y67EcH8qfa,0.94,3,0,Historic whaling ship,0.82,0,0.3713906764,0.9284766909,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24235,@allanimalrights,2014-05-17,whaling_450,#AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,0.93,2,1,,,0,0.1240347346,0.9922778767,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24235,@allanimalrights,2014-05-17,whaling_450,#AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,0.93,2,0,#AnimalRights Whaling,0.24,0,0.2747211279,0.9615239476,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24235,@allanimalrights,2014-05-17,whaling_450,#AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,0.93,2,0,Whaling,0.97,0,0.4472135955,0.894427191,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24095,@RodneyTimes,2014-05-11,whaling_306,Dolphin advocate and scientist to speak to International Whaling Commission - NZ sitting on its hands http://t.co/npu928lR73 via @sharethis,0.93,4,1,,,0.2672612419,0.5345224838,0.8017837257,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24095,@RodneyTimes,2014-05-11,whaling_306,Dolphin advocate and scientist to speak to International Whaling Commission - NZ sitting on its hands http://t.co/npu928lR73 via @sharethis,0.93,4,0,Whaling,0.52,0,0.4472135955,0.894427191,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24095,@RodneyTimes,2014-05-11,whaling_306,Dolphin advocate and scientist to speak to International Whaling Commission - NZ sitting on its hands http://t.co/npu928lR73 via @sharethis,0.93,4,0,Dolphin,0.77,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24095,@RodneyTimes,2014-05-11,whaling_306,Dolphin advocate and scientist to speak to International Whaling Commission - NZ sitting on its hands http://t.co/npu928lR73 via @sharethis,0.93,4,0,International Whaling Commission,0.26,0,0.1961161351,0.9805806757,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,24095,@RodneyTimes,2014-05-11,whaling_306,Dolphin advocate and scientist to speak to International Whaling Commission - NZ sitting on its hands http://t.co/npu928lR73 via @sharethis,0.93,4,0,Dolphin advocate and scientist to speak to International Whaling Commission NZ sitting on its hands,0.26,0.5773502692,0.5773502692,0.5773502692,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
